"","user_id","os","fx_version","pilot_ver","num_extensions","r_fx_use","r_other_browser_use","r_primary_browser","r_gender","r_age","r_time_on_web","skill","other_browser","r_place","smartphone","reason_web_use","freq_website","news","bookmarks","folders","folder_max_depth","bookmark_status_first","bookmark_status_last","bookmark_status_records","bookmark_choose_first","bookmark_choose_last","bookmark_choose","history_items","history_status_first","history_status_last","history_status_records","num_windows","num_tabs","num_tabs_records","private_on_first","private_on_last","private_on_records","profile_age_oldest","profile_age_first","profile_age_last","profile_age_records"
"377",23471,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",3,5,1,"1",0,2,4,6,"0|3","0|1|3","6","1|6","0|1|2","0",40.4054054054054,2,1,320736061,837729270,74,321741097,837538715,135,14730.5405405405,320735993,837729191,74,0.981937602627258,1.85385878489327,609,601455340,601455340,1,"2010-01-15",320735996,837729193,74
"378",23585,"WINNT Windows NT 6.1","4.0b6","1.0.3",2,6,1,"1",0,1,3,10,"3","0|1","7","0|6","0|2|9","0|2|3",221,14,1,318776139,837504616,24,330284687,853153820,44,848.791666666667,318775743,837503666,24,0.867469879518072,1.2710843373494,166,430766423,599463182,2,"2010-06-12",318775878,837503782,24
"379",23601,"WINNT Windows NT 5.1","4.0b7","1.0.3",5,5,1,"1",0,2,NA,7,"3","0|1","7","0|1|2|3|4|6","0|1|2|6|7|10","0|3|4",11,2,1,340005896,847062154,16,648962441,648962441,1,6987,340005648,847062046,16,1.30973451327434,3.23451327433628,678,429526612,849265727,16,"2010-09-14",340005885,847062144,16
"380",23664,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,6,0,"0",0,2,4,7,NA,"0|1","6","1|4|6","0|5|8|9","0|1",50.1428571428571,1,1,247653408,791366952,84,248073009,791617541,242,24587.6904761905,247651450,791364808,84,0.993348115299335,2.03325942350333,1353,347455897,746013655,3,"2010-10-31",247651453,791364812,84
"381",23675,"WINNT Windows NT 6.1","3.6.12","1.0.1",28,5,1,"1",0,1,3,10,"0","0|2","7","2|4|6","0|1|2|5|6|7|8|9","0|1",212,11,3,258093181,833894540,43,258223990,832757228,108,25014.1860465116,258093170,833894517,43,0.997005988023952,1.8188622754491,668,318522809,752528682,6,"2010-06-26",258093173,833894520,43
"382",23802,"WINNT Windows NT 5.1","4.0b8pre","1.0.3",7,6,0,"0",0,1,1,8,NA,"0","0","1|3|4|6","0|2|5|6|8|10|12","0",26.88,4,1,398433507,931282248,25,398556998,931857484,64,1031.12,398433180,931281736,25,1.00537056928034,4.07948442534909,931,467743959,922538184,15,"2010-06-10",398433339,931282183,25
"383",23919,"WINNT Windows NT 6.1","4.0b6","1.0.3",5,4,0,"0",0,0,5,10,NA,"0|3","7","3|4|5|6","4|7|8","4|5",50.9322033898305,6,1,265450330,836365806,59,268623028,839290514,146,4449.27118644068,265450309,836365554,59,0.981934731934732,2.69172494172494,1716,405935733,747990078,4,"2010-01-22",265450315,836365697,59
"384",24057,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11,5,0,NA,0,5,3,5,NA,"0",NA,"1","2|3|5|8","0",26,5,1,354783328,911758225,14,525544750,917040424,12,91.5,354782956,911757973,14,2.07081807081807,6.47985347985348,819,439612785,909872372,9,"2010-06-11",354783031,911758028,14
"385",24176,"Darwin Intel Mac OS X 10.5","4.0b6","1.0.3",3,6,1,"1",0,3,3,10,"1","0|1","7","1|5|6","0|2|3|6|7|10","0",69,4,1,280060713,797805048,7,280964151,824706593,89,336,280060660,797804971,7,2.14285714285714,3.66666666666667,273,467103530,824386300,9,"2009-05-19",280060664,797804974,7
"386",24178,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,0,1,"5",0,1,3,9,"3","0|2|3","4","0|2|6","2|4|7|8","1",12,8.33333333333333,1,390718417,896149927,6,837408969,888611628,2,2726.16666666667,390715212,896149471,6,0.977941176470588,5.625,272,478342892,478342892,1,"2010-09-14",390715317,896149644,6
"387",24220,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,6,0,"1",0,1,3,9,NA,"0|2","7","0|1|2","2|5|6","0|1|2|3",161.887323943662,15,2,316158819,842288802,71,316434896,845445473,250,5039.76056338028,316156093,842287080,71,0.868525896414343,1.60956175298805,502,508138783,508138783,1,"2009-12-02",316156279,842287087,71
"388",24414,"WINNT Windows NT 6.1","4.0b6","1.0.3",11,6,1,"1",0,2,2,10,"0","0|1|2","7","0|1|2|<freeform-text removed>","0|1|2|3|5","0|3",715.473684210526,258.368421052632,3,249246015,798530250,19,285686558,801858107,67,26145.1052631579,249242809,798525694,19,1.1474078700812,20.1808244846971,3202,303797279,476672480,2,"2009-07-30",249242974,798525731,19
"389",24605,"Linux Linux i686","4.0b6","1.0.3",4,6,1,"1",0,1,4,8,"<freeform-text removed>","0","7","3|4|5|6","0|1|2|3|7|8|9","1|2",103.875,6,1,253505464,844732232,24,255624538,845936308,86,3741.70833333333,253503728,844730442,24,1.01677852348993,1.65771812080537,298,322338965,807529042,17,"2010-08-25",253503815,844730448,24
"390",24635,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,2,1,"1",0,1,1,5,"0","2|<freeform-text removed>","4","2|4|5|6","0|1|3|7|8|12","0|1|4|5",11,2,1,407161676,986334502,24,407188477,974439094,44,248.291666666667,407160933,986334056,24,1.14285714285714,3.25925925925926,189,931276600,931276600,1,"2010-10-19",407160940,986334497,24
"391",24645,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",22,6,1,"1",0,3,2,8,"0|3","0|1|3","0","1|<freeform-text removed>","0|<freeform-text removed>","1",450.866666666667,56,4,316806180,834603851,15,316860492,837663831,96,6563.86666666667,316806080,834603754,15,1.08552631578947,7.30263157894737,152,595031507,637067583,3,"2009-08-24",316806083,834603757,15
"392",24658,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,6,1,"1",0,2,5,8,"3","0","7","3|5|6","0|1|2|3|8|9|10","0|5",37.45,4.175,1,304410879,786722630,40,304931460,763339162,158,1333.15,304408799,786720403,40,0.937229437229437,5.10822510822511,462,785911817,785911817,1,"2010-08-06",304408931,786720464,40
"393",24759,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",8,2,1,"1",0,1,3,6,"0","0|2","7","6","0","1",18,1,1,397255539,899854565,15,485857672,486131014,5,174.333333333333,397255306,899850081,15,0.933734939759036,1.69879518072289,166,405320392,405320392,1,"2010-07-23",397255338,899850468,15
"394",24793,"WINNT Windows NT 5.1","3.6.12","1.0.1",11,6,1,"1",NA,1,3,10,"3","0","4","1|3|4|5","0|2|3|5|8|<freeform-text removed>","0|1",366.916666666667,39,2,280158995,833836584,12,280746341,847292796,199,45965.1666666667,280158757,833836312,12,1.00599600266489,4.81945369753498,1501,330175394,591640589,3,"2005-06-29",280158891,833836438,12
"395",24813,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2,6,1,"1",0,2,2,9,"3","0|1","4","1|3|4","2|8","0|1",45.6315789473684,2.21052631578947,1,247356183,848298889,19,247375976,839884457,88,12942.2631578947,247355981,848297978,19,0.995983935742972,2.43373493975904,249,638437288,638437288,1,"2010-06-26",247355992,848297996,19
"396",24895,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9,6,1,"2",0,3,3,10,"0|3","0","7","3|4|5|6","0|1|2|3|4|6|7|8","0|1",1113.5,133.444444444444,3,315556651,853028973,18,360609197,842617128,79,4472.38888888889,315553949,853026915,18,0.986538461538462,3.76346153846154,520,315562483,545344461,4,"2010-07-23",315554072,853026922,18
"397",25059,"WINNT Windows NT 6.1","4.0b6","1.0.3",7,6,1,"1",0,2,3,7,"0|1|3","0|1|3","5","1|3|4|5|6","0|1|2|3|5|6|8|9","1|5",144.2,74,2,294221346,710660895,5,294324267,873492493,110,33902.8,294217104,710655609,5,1.37606837606838,7.38974358974359,585,567334507,873669089,4,"2009-12-02",294217616,710656235,5
"398",25184,"WINNT Windows NT 6.1","4.0b6","1.0.3",6,3,1,"1",0,2,2,8,"0|2|3","0|1|3","2","0|3|4|6","0|2|3|5|6|8|9","1|2|3",19,1,1,334590532,838242156,34,406235126,838422396,26,4573.29411764706,334589221,838239362,34,0.923371647509579,1.36781609195402,261,419675508,419675508,1,"2010-06-26",334589641,838239405,34
"399",25210,"WINNT Windows NT 6.1","3.6.12","1.0.1",14,5,1,"1",0,1,5,10,"0","0|1|3","1","0|1|3|4|5|6","0|1|2|3|6|8|9|12","0|1|5",472.620689655172,187,3,256520788,783243958,29,256539679,782718668,249,9770.51724137931,256520693,783243862,29,0.922872340425532,3.5718085106383,376,275000007,677093963,4,"2010-04-01",256520704,783243871,29
"400",25357,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,5,1,"1",0,0,2,5,"3","0","7","3|4|6","0|7|8|9|10","2",17.3333333333333,3,1,299497457,845858858,24,312073419,476876837,3,1414.375,299494426,845856429,24,0.985138004246285,4.42250530785563,471,487255310,487255310,1,"2010-10-19",299494480,845856479,24
"401",25397,"WINNT Windows NT 6.0","4.0b7","1.0.3",7,2,0,NA,0,0,4,6,NA,"0","7","6","1|3|4|8|9","0",56.6,7,1,253493698,846403367,35,262950215,849638635,43,30056.8857142857,253487868,846397693,35,0.948590381426202,2.14759535655058,603,661705057,664264197,2,"2010-01-06",253488339,846397705,35
"402",25402,"WINNT Windows NT 5.1","4.0b6","1.0.3",13,5,1,"1",0,2,2,9,"0|3","0","7","3|4|5|6","1|2|3|8","0|5",49,2,1,275585204,762345462,10,276053730,796159115,80,4155.1,275581996,762343966,10,0.998109640831758,2.40642722117202,529,453888754,794601234,6,"2008-07-02",275583572,762344820,10
"403",25403,"WINNT Windows NT 5.1","4.0b6","1.0.1",13,6,1,"1",0,0,3,8,"3","0|2","4","2|3|4|5|6","0|1|2|3|4|7|8|9","0|2|4",51,8,1,320618086,837710077,16,320998536,843186818,175,13483.625,320617908,837710059,16,1.00426439232409,2.41471215351812,938,481251426,661251759,3,"2008-03-17",320618067,837710066,16
"404",25420,"WINNT Windows NT 5.1","4.0b6","1.0.3",19,5,0,NA,0,1,3,9,NA,"0","<freeform-text removed>","3|4|5|6","0|1|3|5|6|7|8|9","0|1",101.533333333333,8,1,306861877,873402762,30,306968577,873420756,613,23852.15625,306858611,873401690,32,0.984877126654064,2.39413988657845,1058,696837116,838304676,3,"2005-05-08",306859046,873401717,32
"405",25485,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,4,0,"0",0,2,1,4,NA,"0","0","3|4","1|3|5|7|8|9","0",27.2622950819672,2,1,287581088,844402743,61,291542729,846850951,155,223.114754098361,287576862,844397114,61,1,1.84667802385009,587,294110506,294110506,1,"2010-08-18",287577207,844397355,61
"406",25506,"WINNT Windows NT 6.1","4.0b6","1.0.3",5,3,0,"0",0,2,3,8,"3","0|1","2","0|4|5|6","1|4|5|7|8","1",29,1,1,307767505,856687604,17,322811379,842122010,13,5820.88235294118,307767253,856687378,17,1.015625,3.090625,320,329121857,856855175,5,"2010-04-01",307767388,856687585,17
"407",25571,"WINNT Windows NT 5.1","4.0b6","1.0.3",20,6,1,"1",0,1,4,9,"0|3","0|3","0|4","0|1|3|4|5|6","0|3|6|7|8","0|2|5",88.4736842105263,16,1,269721345,781597919,19,270094873,782674035,287,1056,269719048,781597306,19,1.10854503464203,4.21709006928406,433,473639446,473639446,1,"2009-02-19",269719491,781597564,19
"408",25594,"WINNT Windows NT 5.1","4.0b7","1.0.3",23,3,0,"0",0,3,2,10,NA,"0|1","7","0|1|4|6|<freeform-text removed>","0|2|5|7|8|9","0|1",1573.27272727273,259.545454545455,5,284214114,824889920,11,288524599,837473247,60,15625.3636363636,284211674,824886889,11,1,2.61776061776062,259,414052903,414052903,1,"2009-06-24",284211919,824887048,11
"409",25595,"WINNT Windows NT 6.1","4.0b6","1.0.3",14,6,1,"1",0,0,3,8,"0|1","0|2|3","7","2|4|5|6","1|2|3|7|8|9","0|1|3|5",102.428571428571,3,1,480411554,828314413,7,511099799,852189085,31,15873.8571428571,480408785,828310661,7,1.05428571428571,4.60285714285714,350,509518425,580064519,3,"2010-04-01",480409305,828310862,7
"410",25770,"WINNT Windows NT 6.1","4.0b6","1.0.3",14,4,0,"1",0,1,4,9,"0","0|3","0","3|4|5|6","0|3","0|1|5",27,1,1,282165193,800828265,18,282859986,800856407,86,18448.7777777778,282160036,800827541,18,0.998310810810811,3.98817567567568,592,353265501,789106847,6,"2009-12-02",282161212,800828256,18
"411",25798,"WINNT Windows NT 6.0","4.0b3","1.0.1",7,5,0,NA,0,1,1,8,NA,"0|1","7","4|5|6","0|2|3|6|8",NA,52,6,2,273542117,607572185,10,273662545,624112010,32,407.8,273541012,607572009,10,0.952380952380952,1.6,105,446507769,576401426,2,"2007-02-20",273541048,607572032,10
"412",25820,"WINNT Windows NT 6.1","4.0b6","1.0.3",9,5,1,"1",0,2,3,9,"3","0|1|3","1","0|1|4|5|6","0|2|3|8","0|1|3|5",92.5833333333333,5,1,246695942,767556513,12,249572346,843256397,204,26082.5833333333,246692762,767554745,12,1.04646017699115,5.00110619469027,904,333005481,767558537,3,"2010-02-08",246692964,767554906,12
"413",26099,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,6,0,"0",0,5,3,7,NA,"0","7","1|3|4|6","0|1|2|4|8|9|12","0|2",87,12,2,259104486,467174367,14,259133886,468046130,5,383.4375,259104180,467174335,16,0.773584905660377,0.811320754716981,53,261091564,261091564,1,"2009-12-22",259104241,467174354,16
"414",26101,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,6,1,"0",0,0,4,6,"0","0|2","7","2|4|5|6","3|7|8","0|1|3|4",30.8333333333333,1,1,302475448,898205937,24,303747094,846696799,83,722.791666666667,302474122,898205129,24,1.00635208711434,3.86479128856624,1102,392143081,898820897,3,"2010-07-22",302475024,898205548,24
"415",26113,"WINNT Windows NT 5.1","4.0b6","1.0.3",11,4,0,"0",0,1,2,2,NA,"0","7","0|6","0|1|2|4|9","0",69,4,1,303172278,850006057,32,314529851,850018534,69,20354.375,303171871,850005943,32,0.967966573816156,3.0041782729805,718,333184187,409016202,2,"2008-03-17",303172190,850005980,32
"416",26127,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",23,5,1,"1",0,1,4,9,"0|2|3","0|1|2","7","0|2|5|6|<freeform-text removed>","0|1|5|9","0|1|3|5",177,79,4,283089699,802342124,19,283962783,856938772,287,34877.5789473684,283087661,802340048,19,0.991836734693878,4.91700680272109,735,318582814,857014076,9,"2008-03-17",283087798,802340298,19
"417",26148,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,6,1,"1",0,2,2,9,"0|1","0|1|3","0|5","0|1|3|4|5|6","0|1|2|3|5|6|7|8|9|12","0|1",74.6774193548387,1,1,274382797,851881800,31,274473103,851798867,140,29232.7419354839,274380633,851880271,31,1.10361067503925,2.61224489795918,637,330871423,494396829,4,"2009-11-03",274380673,851880321,31
"418",26169,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,6,1,"1",0,1,3,10,"0|3","0|1|2|3","4","0|2|3|4|5|6","0|1|3|4|5|8|9","0|1|5",317.798076923077,48,4,251214291,848610505,104,255427384,846187376,216,14346.4519230769,251211664,848607177,104,0.925503943908852,2.69237510955302,1141,254339523,773674264,14,"2010-08-18",251211688,848607201,104
"419",26195,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",2,4,1,"1",0,5,2,8,"3","0|1","1|4","0|2|3|4|5","0|1|3|5|6|8|9|12","0|1|3",51.5555555555556,8,1,288404803,833424586,9,294908031,833466020,38,455,288404761,833424537,9,1.37982195845697,1.06231454005935,337,462774121,750726100,5,"2010-07-23",288404763,833424539,9
"420",26321,"WINNT Windows NT 6.0","4.0b6","1.0.3",11,4,1,"1",0,1,3,7,"0","0","7","3|4|6","0|4|9","0|<freeform-text removed>",51.2571428571429,5,1,325870141,771107558,35,326311289,775231014,95,1257.37142857143,325869074,771104681,35,0.958393113342898,3.07747489239598,697,604459403,768246092,3,"2008-12-02",325869099,771104786,35
"421",26369,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",11,5,0,"1",0,2,3,7,NA,"0|1","4","0|1|4|6","0|2|4|5|6|<freeform-text removed>","1|3",200.681818181818,28,3,286749348,806169670,22,289221953,827819180,53,25.0454545454545,286749220,806169548,22,1.73921568627451,6.62549019607843,510,300717475,760442069,4,"2009-06-17",286749226,806169551,22
"422",26451,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,3,0,"0",0,0,2,9,NA,"0|3","0","0|2|3|4|5|6","0|3|4|9","0|2|3",23,4,1,299016751,820438132,10,301551542,832807405,4,27152.1,299014255,820434802,10,1.11070559610706,19.5985401459854,822,595960580,595960580,1,"2010-04-01",299014274,820435264,10
"423",26497,"Linux Linux x86_64","4.0b8pre","1.0.1",14,6,0,"0",0,1,4,7,"0|2","0|1|2","7","0|1|2|5","0|2|3","0|1|5",217,43,3,248029485,681412686,16,249452103,675413112,28,11225.5625,248027264,681411084,16,0.9744,5.4432,625,418266571,549509221,2,"2010-09-14",248027391,681411170,16
"424",26785,"WINNT Windows NT 6.1","4.0b6","1.0.3",3,4,1,"1",0,0,4,8,"2","0|3","0","1|2|4|5|6","1|2|3|4|7|8|9","0|5",19,2,1,328757295,850153956,30,329490833,853399526,40,18412.4,328756968,850153380,30,1.02090592334495,1.61324041811847,287,331173465,331173465,1,"2010-07-22",328757155,850153947,30
"425",26842,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8,5,1,"1",0,0,3,9,"0","0|3","1","3|4|5|6","0|1|2|3","1|5",89,32.1875,4,248662396,763758281,16,249890305,784369065,82,2338.625,248661839,763757481,16,1,3.69836065573771,305,695603483,695603483,1,"2010-02-11",248662362,763757700,16
"426",26884,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,6,0,"1",0,1,4,9,"3","0|1","7","1|3|4|5|6","0|1|3|5|7","0|1",59.8048780487805,0,0,336273251,846467228,41,410042055,853606044,62,194.390243902439,336271098,846464945,41,0.945876288659794,3.15721649484536,388,466221136,853623204,3,"2005-10-28",336271267,846465013,41
"427",26919,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,5,0,NA,0,0,3,8,NA,"0|2|<freeform-text removed>","7","2|4|5|6","0|1|3","3|4|5",46.8695652173913,9,1,314309501,844301937,23,318323419,844998551,113,1869.21739130435,314309134,844301563,23,0.930894308943089,1.86991869918699,246,567410531,567410531,1,"2010-02-28",314309272,844301585,23
"428",26946,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8,0,0,NA,0,0,0,5,NA,"0","7","6","<freeform-text removed>","0",155.345454545455,35,2,249737449,841768128,55,256627330,841943460,127,22038.9818181818,249735303,841764808,55,0.954954954954955,2.40926640926641,777,329433042,329433042,1,"2010-04-01",249735333,841764844,55
"429",26989,"WINNT Windows NT 6.1","3.6.12","1.0.1",22,6,1,"1",0,2,3,8,"0|2","0|2|3","4","1|6","1|2|3|8","0|1|3",1331.06666666667,206,4,278236129,858682037,15,278488223,864922868,170,29739.1333333333,278235265,858681060,15,0.987421383647799,5.61949685534591,636,567613734,567613734,1,"2008-03-17",278235384,858681197,15
"430",27027,"Darwin Intel Mac OS X 10.6","4.0b7","1.0.3",6,5,1,"1",0,2,4,10,"0|1|3","1","4","0","0|2|3","0",580.15,79,3,354800181,905020634,20,325608796,910977046,203,3453.55,354800061,905019478,20,1.2378223495702,2.89398280802292,349,354809852,783775620,4,"2010-04-01",354800063,905019480,20
"431",27034,"WINNT Windows NT 6.0","4.0b6","1.0.3",17,5,0,"1",0,1,3,10,"0","0|2","0|6","6","0|2","0|1|5",3955.6875,240,2,263583646,756770794,16,264407474,842774165,735,2034.8125,263581149,756763315,16,1.59182036888532,5.39454691259022,1247,394864216,612827616,2,"2010-04-02",263581302,756764969,16
"432",27193,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,6,0,"1",0,2,2,6,NA,"0|1",NA,"0|1|4|5","3|4|5|8|9","4|5",13,1,1,302963641,847797161,78,303544875,841218482,88,980.807692307692,302962364,847795506,78,0.956822107081174,1.90155440414508,579,303320338,303320338,1,"2010-04-01",302962367,847795513,78
"433",27296,"WINNT Windows NT 6.1","3.6.12","1.0.1",18,5,1,"1",0,2,4,10,"0","0|1","4","0|2|4|5|6","0|2|3|8","1|<freeform-text removed>",157,21,2,409269548,827938870,9,443268471,840418714,12,6049.88888888889,409268790,827936418,9,1.03947368421053,11.1271929824561,456,409387670,409387670,1,"2006-10-11",409268841,827936498,9
